"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
30564,"Game Start by TTL - leaving ready screen"
30564,"HOLD ... 4 secs ( for scanning )"
30564,"TR 1"
30564,"starting game"
34572,"HOLD ... 5 secs - variable presentation duration, ROUND 1"
34572,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 0, ROUND 1"
38347,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 1"
38347,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
38347,"KEYPRESS: 1, OPTION: 1, ROUND 1"
40348,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
40348,"SHOW: Results - reward: 4, CHOICE: sure bet"
41349,"CLEAR SCREEN , ROUND 1"
41355,"HOLD ... 2 secs - variable inter-trial delay, ROUND 2"
41355,"SHOW: inter-trial interval"
43357,"HOLD ... 3 secs - variable presentation duration, ROUND 2"
43357,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 6 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 6, ROUND 2"
45690,"KEYPRESS: 1, OPTION: 1, ROUND 2"
45691,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 2"
45691,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
47694,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
47694,"SHOW: Results - reward: 6, CHOICE: sure bet"
48695,"SHOW: RATING SELECTION, initial value: 0, ROUND 2"
52027," SLIDER increased, value: 1, key: 2, ROUND 2"
52423," SLIDER increased, value: 2, key: 2, ROUND 2"
52695," SLIDER increased, value: 3, key: 2, ROUND 2"
52935," SLIDER increased, value: 4, key: 2, ROUND 2"
53111," SLIDER unchanged, value: 4, key: 2, ROUND 2"
53451," SLIDER unchanged, value: 4, key: 2, ROUND 2"
54879,"HOLD ... 0 secs - variable inter-trial delay, ROUND 2"
54879,"SUBMIT rating value: 4, key: 3, ROUND 2"
54881,"HOLD ... 3 secs - variable inter-trial delay, ROUND 3"
54881,"SHOW: inter-trial interval"
57884,"HOLD ... 10 secs - variable presentation duration, ROUND 3"
57884,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 5 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 1, ROUND 3"
61283,"KEYPRESS: 1, OPTION: 1, ROUND 3"
61284,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 3"
61284,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
63286,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
63286,"SHOW: Results - reward: 6, CHOICE: gamble"
63311,"KEYPRESS: 2, DISABLED"
64287,"SHOW: RATING SELECTION, initial value: 0, ROUND 3"
67467,"HOLD ... 0 secs - variable inter-trial delay, ROUND 3"
67467,"SUBMIT rating value: 0, key: 3, ROUND 3"
67470,"HOLD ... 4 secs - variable inter-trial delay, ROUND 4"
67470,"SHOW: inter-trial interval"
71473,"HOLD ... 9 secs - variable presentation duration, ROUND 4"
71473,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 6 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 3, ROUND 4"
74575,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 4"
74575,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
74575,"KEYPRESS: 2, OPTION: 2, ROUND 4"
76578,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
76578,"SHOW: Results - reward: 6, CHOICE: sure bet"
77580,"CLEAR SCREEN , ROUND 4"
77586,"HOLD ... 3 secs - variable inter-trial delay, ROUND 5"
77586,"SHOW: inter-trial interval"
80587,"HOLD ... 3 secs - variable presentation duration, ROUND 5"
80587,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 3 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 1, ROUND 5"
83589,"ANSWER TIMEOUT REACHED, TOO LATE"
83589,"HOLD ... 1 secs"
83589,"SHOW: LATE SCREEN"
84591,"SHOW: RATING SELECTION, initial value: 0, ROUND 5"
87310," SLIDER decreased, value: -1, key: 1, ROUND 5"
88275," SLIDER decreased, value: -2, key: 1, ROUND 5"
88702," SLIDER decreased, value: -3, key: 1, ROUND 5"
89015," SLIDER decreased, value: -4, key: 1, ROUND 5"
89239," SLIDER unchanged, value: -4, key: 1, ROUND 5"
91370,"HOLD ... 0 secs - variable inter-trial delay, ROUND 5"
91370,"SUBMIT rating value: -4, key: 3, ROUND 5"
91373,"HOLD ... 1 secs - variable inter-trial delay, ROUND 6"
91373,"SHOW: inter-trial interval"
92375,"HOLD ... 4 secs - variable presentation duration, ROUND 6"
92375,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 2, ROUND 6"
95722,"KEYPRESS: 2, OPTION: 2, ROUND 6"
95723,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 6"
95723,"HOLD ... 2 secs - fixed choice duration, ROUND 6"
97725,"HOLD ... 1 secs - fixed outcome duration, ROUND 6"
97725,"SHOW: Results - reward: 6, CHOICE: gamble"
98727,"CLEAR SCREEN , ROUND 6"
98732,"HOLD ... 2 secs - variable inter-trial delay, ROUND 7"
98732,"SHOW: inter-trial interval"
100733,"HOLD ... 3 secs - variable presentation duration, ROUND 7"
100733,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 0, ROUND 7"
103734,"ANSWER TIMEOUT REACHED, TOO LATE"
103734,"HOLD ... 1 secs"
103734,"SHOW: LATE SCREEN"
103883,"KEYPRESS: 1, DISABLED"
104735,"CLEAR SCREEN , ROUND 7"
104742,"HOLD ... 4 secs - variable inter-trial delay, ROUND 8"
104742,"SHOW: inter-trial interval"
108744,"HOLD ... 6 secs - variable presentation duration, ROUND 8"
