"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
55129,"Game Start by TTL - leaving ready screen"
55129,"TR 1"
55130,"HOLD ... 4 secs ( for scanning )"
55130,"starting game"
59137,"HOLD ... 5 secs - variable presentation duration, ROUND 1"
59137,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 3 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 6, ROUND 1"
61760,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 1"
61760,"KEYPRESS: 2, OPTION: 2, ROUND 1"
61761,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
63763,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
63763,"SHOW: Results - reward: 6, CHOICE: gamble"
64766,"CLEAR SCREEN , ROUND 1"
64771,"HOLD ... 3 secs - variable inter-trial delay, ROUND 2"
64771,"SHOW: inter-trial interval"
67773,"HOLD ... 7 secs - variable presentation duration, ROUND 2"
67773,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 6 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 6, ROUND 2"
69804,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 2"
69804,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
69804,"KEYPRESS: 2, OPTION: 2, ROUND 2"
71808,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
71808,"SHOW: Results - reward: 6, CHOICE: gamble"
72809,"CLEAR SCREEN , ROUND 2"
72814,"HOLD ... 2 secs - variable inter-trial delay, ROUND 3"
72814,"SHOW: inter-trial interval"
74816,"HOLD ... 8 secs - variable presentation duration, ROUND 3"
74816,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 3 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 5, ROUND 3"
76476,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 3"
76476,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
76476,"KEYPRESS: 2, OPTION: 2, ROUND 3"
78479,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
78479,"SHOW: Results - reward: 3, CHOICE: gamble"
79480,"CLEAR SCREEN , ROUND 3"
79486,"HOLD ... 4 secs - variable inter-trial delay, ROUND 4"
79486,"SHOW: inter-trial interval"
83488,"HOLD ... 2 secs - variable presentation duration, ROUND 4"
83488,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 3 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 5, ROUND 4"
85292,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 4"
85292,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
85292,"KEYPRESS: 2, OPTION: 2, ROUND 4"
87295,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
87295,"SHOW: Results - reward: 3, CHOICE: gamble"
88297,"CLEAR SCREEN , ROUND 4"
88303,"HOLD ... 4 secs - variable inter-trial delay, ROUND 5"
88303,"SHOW: inter-trial interval"
92305,"HOLD ... 6 secs - variable presentation duration, ROUND 5"
92305,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 5 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 3, ROUND 5"
