"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
21880,"Game Start by TTL - leaving ready screen"
21880,"HOLD ... 4 secs ( for scanning )"
21880,"TR 1"
21880,"starting game"
25884,"HOLD ... 9 secs - variable presentation duration, ROUND 1"
25884,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 1 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 3, ROUND 1"
29889,"KEYPRESS: 1, OPTION: 1, ROUND 1"
29890,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 1"
29890,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
31894,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
31894,"SHOW: Results - reward: 5, CHOICE: gamble"
32894,"CLEAR SCREEN , ROUND 1"
32903,"HOLD ... 2 secs - variable inter-trial delay, ROUND 2"
32903,"SHOW: inter-trial interval"
34906,"HOLD ... 9 secs - variable presentation duration, ROUND 2"
34906,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 4 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 3, ROUND 2"
43575,"KEYPRESS: 1, OPTION: 1, ROUND 2"
43576,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 2"
43576,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
45579,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
45579,"SHOW: Results - reward: 3, CHOICE: gamble"
46580,"CLEAR SCREEN , ROUND 2"
46585,"HOLD ... 5 secs - variable inter-trial delay, ROUND 3"
46585,"SHOW: inter-trial interval"
51587,"HOLD ... 3 secs - variable presentation duration, ROUND 3"
51587,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 6 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 5, ROUND 3"
54589,"ANSWER TIMEOUT REACHED, TOO LATE"
54589,"HOLD ... 1 secs"
54589,"SHOW: LATE SCREEN"
55591,"CLEAR SCREEN , ROUND 3"
55599,"HOLD ... 3 secs - variable inter-trial delay, ROUND 4"
55599,"SHOW: inter-trial interval"
58599,"HOLD ... 9 secs - variable presentation duration, ROUND 4"
58599,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 6 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 0, ROUND 4"
63499,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 4"
63499,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
63499,"KEYPRESS: 1, OPTION: 1, ROUND 4"
65503,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
65503,"SHOW: Results - reward: 0, CHOICE: gamble"
66504,"SHOW: RATING SELECTION, initial value: 0, ROUND 4"
76908," SLIDER increased, value: 1, key: 2, ROUND 4"
83867," SLIDER increased, value: 2, key: 2, ROUND 4"
94516,"KEYPRESS:   (IGNORED) "
102698,"HOLD ... 0 secs - variable inter-trial delay, ROUND 4"
102698,"SUBMIT rating value: 2, key: 3, ROUND 4"
102701,"HOLD ... 2 secs - variable inter-trial delay, ROUND 5"
102701,"SHOW: inter-trial interval"
104702,"HOLD ... 7 secs - variable presentation duration, ROUND 5"
104702,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 2, ROUND 5"
111714,"ANSWER TIMEOUT REACHED, TOO LATE"
111714,"HOLD ... 1 secs"
111714,"SHOW: LATE SCREEN"
112716,"SHOW: RATING SELECTION, initial value: 0, ROUND 5"
123327,"KEYPRESS:   (IGNORED) "
123731,"KEYPRESS:   (IGNORED) "
124146,"KEYPRESS:   (IGNORED) "
129506,"HOLD ... 0 secs - variable inter-trial delay, ROUND 5"
129506,"SUBMIT rating value: 0, key: 3, ROUND 5"
129509,"HOLD ... 1 secs - variable inter-trial delay, ROUND 6"
129509,"SHOW: inter-trial interval"
130512,"HOLD ... 6 secs - variable presentation duration, ROUND 6"
130512,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 2, ROUND 6"
134166,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 6"
134166,"HOLD ... 2 secs - fixed choice duration, ROUND 6"
134166,"KEYPRESS: 2, OPTION: 2, ROUND 6"
136169,"HOLD ... 1 secs - fixed outcome duration, ROUND 6"
136169,"SHOW: Results - reward: 5, CHOICE: gamble"
137170,"SHOW: RATING SELECTION, initial value: 0, ROUND 6"
145652,"HOLD ... 0 secs - variable inter-trial delay, ROUND 6"
145652,"SUBMIT rating value: 0, key: 3, ROUND 6"
145655,"HOLD ... 1 secs - variable inter-trial delay, ROUND 7"
145655,"SHOW: inter-trial interval"
146658,"HOLD ... 4 secs - variable presentation duration, ROUND 7"
146658,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 6, ROUND 7"
150668,"ANSWER TIMEOUT REACHED, TOO LATE"
150668,"HOLD ... 1 secs"
150668,"SHOW: LATE SCREEN"
151670,"CLEAR SCREEN , ROUND 7"
151678,"HOLD ... 3 secs - variable inter-trial delay, ROUND 8"
151678,"SHOW: inter-trial interval"
154682,"HOLD ... 5 secs - variable presentation duration, ROUND 8"
154682,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 3 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 1, ROUND 8"
158089,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 8"
158089,"HOLD ... 2 secs - fixed choice duration, ROUND 8"
158089,"KEYPRESS: 2, OPTION: 2, ROUND 8"
158982,"KEYPRESS: 3, DISABLED"
160092,"HOLD ... 1 secs - fixed outcome duration, ROUND 8"
160092,"SHOW: Results - reward: 1, CHOICE: gamble"
161093,"CLEAR SCREEN , ROUND 8"
161102,"HOLD ... 4 secs - variable inter-trial delay, ROUND 9"
161102,"SHOW: inter-trial interval"
165103,"HOLD ... 4 secs - variable presentation duration, ROUND 9"
165103,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 2 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 5, ROUND 9"
168024,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 9"
168024,"HOLD ... 2 secs - fixed choice duration, ROUND 9"
168024,"KEYPRESS: 1, OPTION: 1, ROUND 9"
169193,"KEYPRESS: 3, DISABLED"
170028,"HOLD ... 1 secs - fixed outcome duration, ROUND 9"
170028,"SHOW: Results - reward: 2, CHOICE: gamble"
171030,"CLEAR SCREEN , ROUND 9"
171039,"HOLD ... 6 secs - variable inter-trial delay, ROUND 10"
171039,"SHOW: inter-trial interval"
177039,"HOLD ... 6 secs - variable presentation duration, ROUND 10"
177039,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 2 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 0, ROUND 10"
180319,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 10"
180319,"KEYPRESS: 1, OPTION: 1, ROUND 10"
180320,"HOLD ... 2 secs - fixed choice duration, ROUND 10"
181565,"KEYPRESS: 3, DISABLED"
182323,"HOLD ... 1 secs - fixed outcome duration, ROUND 10"
182323,"SHOW: Results - reward: 3, CHOICE: gamble"
183324,"CLEAR SCREEN , ROUND 10"
183332,"HOLD ... 3 secs - variable inter-trial delay, ROUND 11"
183332,"SHOW: inter-trial interval"
186335,"HOLD ... 7 secs - variable presentation duration, ROUND 11"
186335,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 6 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 0, ROUND 11"
193341,"ANSWER TIMEOUT REACHED, TOO LATE"
193341,"HOLD ... 1 secs"
193341,"SHOW: LATE SCREEN"
194342,"CLEAR SCREEN , ROUND 11"
194348,"HOLD ... 2 secs - variable inter-trial delay, ROUND 12"
194348,"SHOW: inter-trial interval"
194380,"KEYPRESS: 1, DISABLED"
196349,"HOLD ... 6 secs - variable presentation duration, ROUND 12"
196349,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 6 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 2, ROUND 12"
199380,"KEYPRESS: 1, OPTION: 1, ROUND 12"
199381,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 12"
199381,"HOLD ... 2 secs - fixed choice duration, ROUND 12"
200559,"KEYPRESS: 3, DISABLED"
201384,"HOLD ... 1 secs - fixed outcome duration, ROUND 12"
201384,"SHOW: Results - reward: 2, CHOICE: gamble"
202385,"CLEAR SCREEN , ROUND 12"
202393,"HOLD ... 2 secs - variable inter-trial delay, ROUND 13"
202393,"SHOW: inter-trial interval"
204396,"HOLD ... 5 secs - variable presentation duration, ROUND 13"
204396,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 3 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 2, ROUND 13"
208369,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 13"
208369,"HOLD ... 2 secs - fixed choice duration, ROUND 13"
208369,"KEYPRESS: 2, OPTION: 2, ROUND 13"
209199,"KEYPRESS: 3, DISABLED"
210373,"HOLD ... 1 secs - fixed outcome duration, ROUND 13"
210373,"SHOW: Results - reward: 2, CHOICE: gamble"
211373,"CLEAR SCREEN , ROUND 13"
211378,"HOLD ... 2 secs - variable inter-trial delay, ROUND 14"
211378,"SHOW: inter-trial interval"
213380,"HOLD ... 6 secs - variable presentation duration, ROUND 14"
213380,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 0, ROUND 14"
217595,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 14"
217595,"HOLD ... 2 secs - fixed choice duration, ROUND 14"
217595,"KEYPRESS: 2, OPTION: 2, ROUND 14"
218294,"KEYPRESS: 3, DISABLED"
219599,"HOLD ... 1 secs - fixed outcome duration, ROUND 14"
219599,"SHOW: Results - reward: 0, CHOICE: gamble"
220601,"SHOW: RATING SELECTION, initial value: 0, ROUND 14"
