"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
34421,"Game Start by TTL - leaving ready screen"
34421,"TR 1"
34422,"HOLD ... 4 secs ( for scanning )"
34422,"starting game"
38426,"HOLD ... 5 secs - variable presentation duration, ROUND 1"
38426,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 4 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 2, ROUND 1"
43430,"ANSWER TIMEOUT REACHED, TOO LATE"
43430,"HOLD ... 1 secs"
43430,"SHOW: LATE SCREEN"
44330,"KEYPRESS: 2, DISABLED"
44434,"CLEAR SCREEN , ROUND 1"
44442,"HOLD ... 5 secs - variable inter-trial delay, ROUND 2"
44442,"SHOW: inter-trial interval"
49446,"HOLD ... 5 secs - variable presentation duration, ROUND 2"
49446,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 6, ROUND 2"
52370,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 2"
52370,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
52370,"KEYPRESS: 2, OPTION: 2, ROUND 2"
54373,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
54373,"SHOW: Results - reward: 6, CHOICE: gamble"
55376,"SHOW: RATING SELECTION, initial value: 0, ROUND 2"
84793," SLIDER increased, value: 1, key: 2, ROUND 2"
85260," SLIDER increased, value: 2, key: 2, ROUND 2"
129141," SLIDER increased, value: 3, key: 2, ROUND 2"
129765," SLIDER increased, value: 4, key: 2, ROUND 2"
134317,"HOLD ... 0 secs - variable inter-trial delay, ROUND 2"
134317,"SUBMIT rating value: 4, key: 3, ROUND 2"
134319,"HOLD ... 6 secs - variable inter-trial delay, ROUND 3"
134319,"SHOW: inter-trial interval"
140320,"HOLD ... 6 secs - variable presentation duration, ROUND 3"
140320,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 2, ROUND 3"
140360,"KEYPRESS: 2, OPTION: 2, ROUND 3"
140361,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 3"
140361,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
142364,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
142364,"SHOW: Results - reward: 5, CHOICE: gamble"
143368,"SHOW: RATING SELECTION, initial value: 0, ROUND 3"
152102," SLIDER increased, value: 1, key: 2, ROUND 3"
152442," SLIDER increased, value: 2, key: 2, ROUND 3"
152658," SLIDER increased, value: 3, key: 2, ROUND 3"
153074," SLIDER increased, value: 4, key: 2, ROUND 3"
155850,"HOLD ... 0 secs - variable inter-trial delay, ROUND 3"
155850,"SUBMIT rating value: 4, key: 3, ROUND 3"
155852,"HOLD ... 5 secs - variable inter-trial delay, ROUND 4"
155852,"SHOW: inter-trial interval"
158574,"KEYPRESS: 2, DISABLED"
160855,"HOLD ... 4 secs - variable presentation duration, ROUND 4"
160855,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 1, ROUND 4"
164857,"ANSWER TIMEOUT REACHED, TOO LATE"
164857,"HOLD ... 1 secs"
164857,"SHOW: LATE SCREEN"
165861,"CLEAR SCREEN , ROUND 4"
165870,"HOLD ... 3 secs - variable inter-trial delay, ROUND 5"
165870,"SHOW: inter-trial interval"
168874,"HOLD ... 9 secs - variable presentation duration, ROUND 5"
168874,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 1 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 4, ROUND 5"
176602,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 5"
176602,"HOLD ... 2 secs - fixed choice duration, ROUND 5"
176602,"KEYPRESS: 1, OPTION: 1, ROUND 5"
178606,"HOLD ... 1 secs - fixed outcome duration, ROUND 5"
178606,"SHOW: Results - reward: 4, CHOICE: gamble"
179609,"SHOW: RATING SELECTION, initial value: 0, ROUND 5"
188530," SLIDER increased, value: 1, key: 2, ROUND 5"
188918," SLIDER increased, value: 2, key: 2, ROUND 5"
189306," SLIDER increased, value: 3, key: 2, ROUND 5"
189630," SLIDER increased, value: 4, key: 2, ROUND 5"
192098,"HOLD ... 0 secs - variable inter-trial delay, ROUND 5"
192098,"SUBMIT rating value: 4, key: 3, ROUND 5"
192101,"HOLD ... 3 secs - variable inter-trial delay, ROUND 6"
192101,"SHOW: inter-trial interval"
195102,"HOLD ... 2 secs - variable presentation duration, ROUND 6"
195102,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 6, ROUND 6"
197103,"ANSWER TIMEOUT REACHED, TOO LATE"
197104,"HOLD ... 1 secs"
197104,"SHOW: LATE SCREEN"
198107,"CLEAR SCREEN , ROUND 6"
198116,"HOLD ... 3 secs - variable inter-trial delay, ROUND 7"
198116,"SHOW: inter-trial interval"
200826,"KEYPRESS: 2, DISABLED"
201054,"KEYPRESS: 2, DISABLED"
201120,"HOLD ... 9 secs - variable presentation duration, ROUND 7"
201120,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 6, ROUND 7"
205322,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 7"
205322,"HOLD ... 2 secs - fixed choice duration, ROUND 7"
205322,"KEYPRESS: 1, OPTION: 1, ROUND 7"
207326,"HOLD ... 1 secs - fixed outcome duration, ROUND 7"
207326,"SHOW: Results - reward: 5, CHOICE: sure bet"
208330,"CLEAR SCREEN , ROUND 7"
208338,"HOLD ... 1 secs - variable inter-trial delay, ROUND 8"
208338,"SHOW: inter-trial interval"
209342,"HOLD ... 5 secs - variable presentation duration, ROUND 8"
209342,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 3, ROUND 8"
214345,"ANSWER TIMEOUT REACHED, TOO LATE"
214345,"HOLD ... 1 secs"
214345,"SHOW: LATE SCREEN"
215349,"SHOW: RATING SELECTION, initial value: 0, ROUND 8"
248071," SLIDER increased, value: 1, key: 2, ROUND 8"
248564," SLIDER increased, value: 2, key: 2, ROUND 8"
248951," SLIDER increased, value: 3, key: 2, ROUND 8"
249707," SLIDER increased, value: 4, key: 2, ROUND 8"
252435,"HOLD ... 0 secs - variable inter-trial delay, ROUND 8"
252435,"SUBMIT rating value: 4, key: 3, ROUND 8"
252438,"HOLD ... 4 secs - variable inter-trial delay, ROUND 9"
252438,"SHOW: inter-trial interval"
256439,"HOLD ... 4 secs - variable presentation duration, ROUND 9"
256439,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 3, ROUND 9"
257267,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 9"
257267,"HOLD ... 2 secs - fixed choice duration, ROUND 9"
257267,"KEYPRESS: 2, OPTION: 2, ROUND 9"
259272,"HOLD ... 1 secs - fixed outcome duration, ROUND 9"
259272,"SHOW: Results - reward: 5, CHOICE: gamble"
260275,"CLEAR SCREEN , ROUND 9"
260284,"HOLD ... 2 secs - variable inter-trial delay, ROUND 10"
260284,"SHOW: inter-trial interval"
261175,"KEYPRESS: 2, DISABLED"
262288,"HOLD ... 2 secs - variable presentation duration, ROUND 10"
262288,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 1, ROUND 10"
264291,"ANSWER TIMEOUT REACHED, TOO LATE"
264291,"HOLD ... 1 secs"
264291,"SHOW: LATE SCREEN"
264635,"KEYPRESS: 1, DISABLED"
265291,"CLEAR SCREEN , ROUND 10"
265299,"HOLD ... 2 secs - variable inter-trial delay, ROUND 11"
265299,"SHOW: inter-trial interval"
267299,"HOLD ... 10 secs - variable presentation duration, ROUND 11"
267299,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 6, ROUND 11"
269283,"KEYPRESS: 2, OPTION: 2, ROUND 11"
269284,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 11"
269284,"HOLD ... 2 secs - fixed choice duration, ROUND 11"
271288,"HOLD ... 1 secs - fixed outcome duration, ROUND 11"
271288,"SHOW: Results - reward: 6, CHOICE: gamble"
272291,"SHOW: RATING SELECTION, initial value: 0, ROUND 11"
274438," SLIDER increased, value: 1, key: 2, ROUND 11"
274775," SLIDER increased, value: 2, key: 2, ROUND 11"
275071," SLIDER increased, value: 3, key: 2, ROUND 11"
275531," SLIDER increased, value: 4, key: 2, ROUND 11"
278419,"HOLD ... 0 secs - variable inter-trial delay, ROUND 11"
278419,"SUBMIT rating value: 4, key: 3, ROUND 11"
278421,"HOLD ... 4 secs - variable inter-trial delay, ROUND 12"
278421,"SHOW: inter-trial interval"
281134,"KEYPRESS: 2, DISABLED"
282424,"HOLD ... 2 secs - variable presentation duration, ROUND 12"
282424,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 2 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 2, ROUND 12"
283530,"KEYPRESS: 2, OPTION: 2, ROUND 12"
283531,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 12"
283531,"HOLD ... 2 secs - fixed choice duration, ROUND 12"
285534,"HOLD ... 1 secs - fixed outcome duration, ROUND 12"
285534,"SHOW: Results - reward: 2, CHOICE: sure bet"
286537,"CLEAR SCREEN , ROUND 12"
286546,"HOLD ... 5 secs - variable inter-trial delay, ROUND 13"
286546,"SHOW: inter-trial interval"
287427,"KEYPRESS: 2, DISABLED"
290938,"KEYPRESS: 2, DISABLED"
291546,"HOLD ... 6 secs - variable presentation duration, ROUND 13"
