"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
20940,"Game Start by TTL - leaving ready screen"
20940,"TR 1"
20941,"HOLD ... 4 secs ( for scanning )"
20941,"starting game"
24949,"HOLD ... 8 secs - variable presentation duration, ROUND 1"
24949,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 1 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 3, ROUND 1"
26746,"KEYPRESS: 1, OPTION: 1, ROUND 1"
26747,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 1"
26747,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
28749,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
28749,"SHOW: Results - reward: 4, CHOICE: gamble"
29752,"SHOW: RATING SELECTION, initial value: 0, ROUND 1"
31383,"HOLD ... 0 secs - variable inter-trial delay, ROUND 1"
31383,"SUBMIT rating value: 0, key: 3, ROUND 1"
31387,"HOLD ... 2 secs - variable inter-trial delay, ROUND 2"
31387,"SHOW: inter-trial interval"
33391,"HOLD ... 9 secs - variable presentation duration, ROUND 2"
33391,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 6, ROUND 2"
35214,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 2"
35214,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
35214,"KEYPRESS: 1, OPTION: 1, ROUND 2"
37216,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
37216,"SHOW: Results - reward: 4, CHOICE: sure bet"
38217,"SHOW: RATING SELECTION, initial value: 0, ROUND 2"
39722," SLIDER increased, value: 1, key: 2, ROUND 2"
39934," SLIDER increased, value: 2, key: 2, ROUND 2"
40108," SLIDER increased, value: 3, key: 2, ROUND 2"
40301," SLIDER increased, value: 4, key: 2, ROUND 2"
40707,"HOLD ... 0 secs - variable inter-trial delay, ROUND 2"
40707,"SUBMIT rating value: 4, key: 3, ROUND 2"
40710,"HOLD ... 3 secs - variable inter-trial delay, ROUND 3"
40710,"SHOW: inter-trial interval"
43713,"HOLD ... 7 secs - variable presentation duration, ROUND 3"
43713,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 0, ROUND 3"
45244,"KEYPRESS: 2, OPTION: 2, ROUND 3"
45245,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 3"
45245,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
47248,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
47248,"SHOW: Results - reward: 3, CHOICE: gamble"
48250,"SHOW: RATING SELECTION, initial value: 0, ROUND 3"
49392,"HOLD ... 0 secs - variable inter-trial delay, ROUND 3"
