"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
42355,"Game Start by TTL - leaving ready screen"
42355,"HOLD ... 4 secs ( for scanning )"
42355,"TR 1"
42355,"starting game"
46361,"HOLD ... 4 secs - variable presentation duration, ROUND 1"
46361,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 4, ROUND 1"
50363,"ANSWER TIMEOUT REACHED, TOO LATE"
50363,"HOLD ... 1 secs"
50363,"SHOW: LATE SCREEN"
51365,"SHOW: RATING SELECTION, initial value: 0, ROUND 1"
88291," SLIDER decreased, value: -1, key: 1, ROUND 1"
88763," SLIDER decreased, value: -2, key: 1, ROUND 1"
89814,"HOLD ... 0 secs - variable inter-trial delay, ROUND 1"
89814,"SUBMIT rating value: -2, key: 3, ROUND 1"
89817,"HOLD ... 5 secs - variable inter-trial delay, ROUND 2"
89817,"SHOW: inter-trial interval"
94819,"HOLD ... 4 secs - variable presentation duration, ROUND 2"
94819,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 2 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 3, ROUND 2"
97403,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 2"
97403,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
97403,"KEYPRESS: 2, OPTION: 2, ROUND 2"
99405,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
99405,"SHOW: Results - reward: 2, CHOICE: sure bet"
100407,"SHOW: RATING SELECTION, initial value: 0, ROUND 2"
102334," SLIDER increased, value: 1, key: 2, ROUND 2"
102919," SLIDER increased, value: 2, key: 2, ROUND 2"
103582,"HOLD ... 0 secs - variable inter-trial delay, ROUND 2"
103582,"SUBMIT rating value: 2, key: 3, ROUND 2"
103585,"HOLD ... 5 secs - variable inter-trial delay, ROUND 3"
103585,"SHOW: inter-trial interval"
108585,"HOLD ... 8 secs - variable presentation duration, ROUND 3"
108585,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 3 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 0, ROUND 3"
110074,"KEYPRESS: 2, OPTION: 2, ROUND 3"
110075,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 3"
110075,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
112077,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
112077,"SHOW: Results - reward: 3, CHOICE: sure bet"
113078,"CLEAR SCREEN , ROUND 3"
113083,"HOLD ... 3 secs - variable inter-trial delay, ROUND 4"
113083,"SHOW: inter-trial interval"
116085,"HOLD ... 3 secs - variable presentation duration, ROUND 4"
116085,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 3 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 3, ROUND 4"
118170,"KEYPRESS: 1, OPTION: 1, ROUND 4"
118171,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 4"
118171,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
120171,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
120171,"SHOW: Results - reward: 3, CHOICE: gamble"
121172,"CLEAR SCREEN , ROUND 4"
121178,"HOLD ... 1 secs - variable inter-trial delay, ROUND 5"
121178,"SHOW: inter-trial interval"
122179,"HOLD ... 7 secs - variable presentation duration, ROUND 5"
122179,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 3 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 2, ROUND 5"
124466,"KEYPRESS: 2, OPTION: 2, ROUND 5"
124467,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 5"
124467,"HOLD ... 2 secs - fixed choice duration, ROUND 5"
126468,"HOLD ... 1 secs - fixed outcome duration, ROUND 5"
126468,"SHOW: Results - reward: 3, CHOICE: sure bet"
127469,"CLEAR SCREEN , ROUND 5"
127475,"HOLD ... 1 secs - variable inter-trial delay, ROUND 6"
127475,"SHOW: inter-trial interval"
128476,"HOLD ... 4 secs - variable presentation duration, ROUND 6"
128476,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 2, ROUND 6"
130038,"KEYPRESS: 2, OPTION: 2, ROUND 6"
130039,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 6"
130039,"HOLD ... 2 secs - fixed choice duration, ROUND 6"
132041,"HOLD ... 1 secs - fixed outcome duration, ROUND 6"
132041,"SHOW: Results - reward: 4, CHOICE: gamble"
133043,"CLEAR SCREEN , ROUND 6"
133048,"HOLD ... 3 secs - variable inter-trial delay, ROUND 7"
133048,"SHOW: inter-trial interval"
136049,"HOLD ... 3 secs - variable presentation duration, ROUND 7"
136049,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 3 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 6, ROUND 7"
137274,"KEYPRESS: 1, OPTION: 1, ROUND 7"
137275,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 7"
137275,"HOLD ... 2 secs - fixed choice duration, ROUND 7"
139277,"HOLD ... 1 secs - fixed outcome duration, ROUND 7"
139277,"SHOW: Results - reward: 5, CHOICE: gamble"
140278,"CLEAR SCREEN , ROUND 7"
140283,"HOLD ... 4 secs - variable inter-trial delay, ROUND 8"
140283,"SHOW: inter-trial interval"
144284,"HOLD ... 4 secs - variable presentation duration, ROUND 8"
144284,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 6 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 4, ROUND 8"
145990,"KEYPRESS: 1, OPTION: 1, ROUND 8"
145991,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 8"
145991,"HOLD ... 2 secs - fixed choice duration, ROUND 8"
147991,"HOLD ... 1 secs - fixed outcome duration, ROUND 8"
147991,"SHOW: Results - reward: 6, CHOICE: sure bet"
148993,"CLEAR SCREEN , ROUND 8"
148999,"HOLD ... 2 secs - variable inter-trial delay, ROUND 9"
148999,"SHOW: inter-trial interval"
151000,"HOLD ... 6 secs - variable presentation duration, ROUND 9"
151000,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 3, ROUND 9"
152156,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 9"
152156,"HOLD ... 2 secs - fixed choice duration, ROUND 9"
152156,"KEYPRESS: 2, OPTION: 2, ROUND 9"
154157,"HOLD ... 1 secs - fixed outcome duration, ROUND 9"
154157,"SHOW: Results - reward: 3, CHOICE: gamble"
155157,"CLEAR SCREEN , ROUND 9"
155163,"HOLD ... 4 secs - variable inter-trial delay, ROUND 10"
155163,"SHOW: inter-trial interval"
159164,"HOLD ... 4 secs - variable presentation duration, ROUND 10"
159164,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 4, ROUND 10"
160171,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 10"
160171,"KEYPRESS: 1, OPTION: 1, ROUND 10"
160172,"HOLD ... 2 secs - fixed choice duration, ROUND 10"
162173,"HOLD ... 1 secs - fixed outcome duration, ROUND 10"
162173,"SHOW: Results - reward: 5, CHOICE: sure bet"
163174,"CLEAR SCREEN , ROUND 10"
163180,"HOLD ... 1 secs - variable inter-trial delay, ROUND 11"
163180,"SHOW: inter-trial interval"
164182,"HOLD ... 9 secs - variable presentation duration, ROUND 11"
164182,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 3 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 5, ROUND 11"
165827,"KEYPRESS: 2, OPTION: 2, ROUND 11"
165828,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 11"
165828,"HOLD ... 2 secs - fixed choice duration, ROUND 11"
167829,"HOLD ... 1 secs - fixed outcome duration, ROUND 11"
167829,"SHOW: Results - reward: 2, CHOICE: gamble"
168830,"SHOW: RATING SELECTION, initial value: 0, ROUND 11"
171391," SLIDER decreased, value: -1, key: 1, ROUND 11"
172415,"HOLD ... 0 secs - variable inter-trial delay, ROUND 11"
172415,"SUBMIT rating value: -1, key: 3, ROUND 11"
172417,"HOLD ... 3 secs - variable inter-trial delay, ROUND 12"
172417,"SHOW: inter-trial interval"
175419,"HOLD ... 6 secs - variable presentation duration, ROUND 12"
175419,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 4 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 1, ROUND 12"
177747,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 12"
177747,"HOLD ... 2 secs - fixed choice duration, ROUND 12"
177747,"KEYPRESS: 2, OPTION: 2, ROUND 12"
179749,"HOLD ... 1 secs - fixed outcome duration, ROUND 12"
179749,"SHOW: Results - reward: 4, CHOICE: sure bet"
180750,"CLEAR SCREEN , ROUND 12"
180756,"HOLD ... 6 secs - variable inter-trial delay, ROUND 13"
180756,"SHOW: inter-trial interval"
186757,"HOLD ... 6 secs - variable presentation duration, ROUND 13"
186757,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 5 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 1, ROUND 13"
187987,"KEYPRESS: 2, OPTION: 2, ROUND 13"
187988,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 13"
187988,"HOLD ... 2 secs - fixed choice duration, ROUND 13"
189990,"HOLD ... 1 secs - fixed outcome duration, ROUND 13"
189990,"SHOW: Results - reward: 5, CHOICE: sure bet"
190992,"CLEAR SCREEN , ROUND 13"
190997,"HOLD ... 2 secs - variable inter-trial delay, ROUND 14"
190997,"SHOW: inter-trial interval"
192999,"HOLD ... 10 secs - variable presentation duration, ROUND 14"
192999,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 6 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 5, ROUND 14"
194911,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 14"
194911,"HOLD ... 2 secs - fixed choice duration, ROUND 14"
194911,"KEYPRESS: 2, OPTION: 2, ROUND 14"
196915,"HOLD ... 1 secs - fixed outcome duration, ROUND 14"
