"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
30615,"Game Start by TTL - leaving ready screen"
30615,"TR 1"
30615,"starting game"
30616,"HOLD ... 4 secs ( for scanning )"
34623,"HOLD ... 7 secs - variable presentation duration, ROUND 1"
34623,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 6 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 3, ROUND 1"
41626,"ANSWER TIMEOUT REACHED, TOO LATE"
41626,"SHOW: LATE SCREEN"
41627,"HOLD ... 1 secs"
42628,"SHOW: RATING SELECTION, initial value: 0, ROUND 1"
82410," SLIDER decreased, value: -1, key: 1, ROUND 1"
82912," SLIDER decreased, value: -2, key: 1, ROUND 1"
82943," SLIDER decreased, value: -3, key: 1, ROUND 1"
82976," SLIDER decreased, value: -4, key: 1, ROUND 1"
83009," SLIDER unchanged, value: -4, key: 1, ROUND 1"
83042," SLIDER unchanged, value: -4, key: 1, ROUND 1"
83078," SLIDER unchanged, value: -4, key: 1, ROUND 1"
83110," SLIDER unchanged, value: -4, key: 1, ROUND 1"
83140," SLIDER unchanged, value: -4, key: 1, ROUND 1"
83177," SLIDER unchanged, value: -4, key: 1, ROUND 1"
83208," SLIDER unchanged, value: -4, key: 1, ROUND 1"
83240," SLIDER unchanged, value: -4, key: 1, ROUND 1"
83273," SLIDER unchanged, value: -4, key: 1, ROUND 1"
83638,"HOLD ... 0 secs - variable inter-trial delay, ROUND 1"
83638,"SUBMIT rating value: -4, key: 3, ROUND 1"
83640,"HOLD ... 2 secs - variable inter-trial delay, ROUND 2"
83640,"SHOW: inter-trial interval"
85644,"HOLD ... 6 secs - variable presentation duration, ROUND 2"
85644,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 2 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 5, ROUND 2"
88062,"KEYPRESS: 1, OPTION: 1, ROUND 2"
88063,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 2"
88063,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
90065,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
90065,"SHOW: Results - reward: 3, CHOICE: gamble"
91066,"SHOW: RATING SELECTION, initial value: 0, ROUND 2"
92115,"HOLD ... 0 secs - variable inter-trial delay, ROUND 2"
92115,"SUBMIT rating value: 0, key: 3, ROUND 2"
92117,"HOLD ... 1 secs - variable inter-trial delay, ROUND 3"
92117,"SHOW: inter-trial interval"
92611,"KEYPRESS: 3, DISABLED"
92644,"KEYPRESS: 3, DISABLED"
92677,"KEYPRESS: 3, DISABLED"
92710,"KEYPRESS: 3, DISABLED"
92744,"KEYPRESS: 3, DISABLED"
92777,"KEYPRESS: 3, DISABLED"
92810,"KEYPRESS: 3, DISABLED"
92843,"KEYPRESS: 3, DISABLED"
92876,"KEYPRESS: 3, DISABLED"
92909,"KEYPRESS: 3, DISABLED"
92942,"KEYPRESS: 3, DISABLED"
92974,"KEYPRESS: 3, DISABLED"
93007,"KEYPRESS: 3, DISABLED"
93040,"KEYPRESS: 3, DISABLED"
93119,"HOLD ... 7 secs - variable presentation duration, ROUND 3"
93119,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 3, ROUND 3"
97546,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 3"
97546,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
97546,"KEYPRESS: 1, OPTION: 1, ROUND 3"
99547,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
99547,"SHOW: Results - reward: 5, CHOICE: sure bet"
100548,"SHOW: RATING SELECTION, initial value: 0, ROUND 3"
102182," SLIDER increased, value: 1, key: 2, ROUND 3"
102680," SLIDER increased, value: 2, key: 2, ROUND 3"
102712," SLIDER increased, value: 3, key: 2, ROUND 3"
102745," SLIDER increased, value: 4, key: 2, ROUND 3"
102778," SLIDER unchanged, value: 4, key: 2, ROUND 3"
102815," SLIDER unchanged, value: 4, key: 2, ROUND 3"
102847," SLIDER unchanged, value: 4, key: 2, ROUND 3"
102879," SLIDER unchanged, value: 4, key: 2, ROUND 3"
102911," SLIDER unchanged, value: 4, key: 2, ROUND 3"
102944," SLIDER unchanged, value: 4, key: 2, ROUND 3"
102976," SLIDER unchanged, value: 4, key: 2, ROUND 3"
103011," SLIDER unchanged, value: 4, key: 2, ROUND 3"
103043," SLIDER unchanged, value: 4, key: 2, ROUND 3"
103075," SLIDER unchanged, value: 4, key: 2, ROUND 3"
103334,"HOLD ... 0 secs - variable inter-trial delay, ROUND 3"
103334,"SUBMIT rating value: 4, key: 3, ROUND 3"
103337,"HOLD ... 5 secs - variable inter-trial delay, ROUND 4"
103337,"SHOW: inter-trial interval"
108337,"HOLD ... 10 secs - variable presentation duration, ROUND 4"
108337,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 5, ROUND 4"
109514,"KEYPRESS: 3 (IGNORED) "
110012,"KEYPRESS: 3 (IGNORED) "
110044,"KEYPRESS: 3 (IGNORED) "
110080,"KEYPRESS: 3 (IGNORED) "
110112,"KEYPRESS: 3 (IGNORED) "
110144,"KEYPRESS: 3 (IGNORED) "
110177,"KEYPRESS: 3 (IGNORED) "
110213,"KEYPRESS: 3 (IGNORED) "
110245,"KEYPRESS: 3 (IGNORED) "
110277,"KEYPRESS: 3 (IGNORED) "
110626,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 4"
110626,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
110626,"KEYPRESS: 2, OPTION: 2, ROUND 4"
112627,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
112627,"SHOW: Results - reward: 0, CHOICE: gamble"
113628,"CLEAR SCREEN , ROUND 4"
113633,"HOLD ... 4 secs - variable inter-trial delay, ROUND 5"
113633,"SHOW: inter-trial interval"
117634,"HOLD ... 5 secs - variable presentation duration, ROUND 5"
117634,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 4, ROUND 5"
119794,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 5"
119794,"HOLD ... 2 secs - fixed choice duration, ROUND 5"
119794,"KEYPRESS: 2, OPTION: 2, ROUND 5"
121796,"HOLD ... 1 secs - fixed outcome duration, ROUND 5"
