"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
1387,"Game Start by TTL - leaving ready screen"
1387,"HOLD ... 4 secs ( for scanning )"
1387,"TR 1"
1387,"starting game"
5391,"HOLD ... 11 secs - variable presentation duration, ROUND 1"
5391,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 6 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 6, ROUND 1"
7770,"KEYPRESS: 1, OPTION: 1, ROUND 1"
7771,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 1"
7771,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
9773,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
9773,"SHOW: Results - reward: 6, CHOICE: sure bet"
10242,"KEYPRESS: 3, DISABLED"
10774,"CLEAR SCREEN , ROUND 1"
10780,"HOLD ... 2 secs - variable inter-trial delay, ROUND 2"
10780,"SHOW: inter-trial interval"
12780,"HOLD ... 4 secs - variable presentation duration, ROUND 2"
12780,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 6 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 2, ROUND 2"
16002,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 2"
16002,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
16002,"KEYPRESS: 2, OPTION: 2, ROUND 2"
18003,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
18003,"SHOW: Results - reward: 6, CHOICE: gamble"
19004,"CLEAR SCREEN , ROUND 2"
19010,"HOLD ... 4 secs - variable inter-trial delay, ROUND 3"
19010,"SHOW: inter-trial interval"
23010,"HOLD ... 5 secs - variable presentation duration, ROUND 3"
23010,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 3, ROUND 3"
24886,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 3"
24886,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
24886,"KEYPRESS: 2, OPTION: 2, ROUND 3"
26888,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
26888,"SHOW: Results - reward: 2, CHOICE: gamble"
27888,"CLEAR SCREEN , ROUND 3"
27894,"HOLD ... 3 secs - variable inter-trial delay, ROUND 4"
27894,"SHOW: inter-trial interval"
30895,"HOLD ... 6 secs - variable presentation duration, ROUND 4"
30895,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 6, ROUND 4"
32294,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 4"
32294,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
32294,"KEYPRESS: 1, OPTION: 1, ROUND 4"
34294,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
34294,"SHOW: Results - reward: 1, CHOICE: sure bet"
35294,"CLEAR SCREEN , ROUND 4"
