"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
20509,"Game Start by TTL - leaving ready screen"
20509,"TR 1"
20510,"HOLD ... 4 secs ( for scanning )"
20510,"starting game"
24515,"HOLD ... 11 secs - variable presentation duration, ROUND 1"
24515,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 4, ROUND 1"
25850,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 1"
25850,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
25850,"KEYPRESS: 2, OPTION: 2, ROUND 1"
27853,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
27853,"SHOW: Results - reward: 4, CHOICE: gamble"
28855,"CLEAR SCREEN , ROUND 1"
28860,"HOLD ... 5 secs - variable inter-trial delay, ROUND 2"
28860,"SHOW: inter-trial interval"
33862,"HOLD ... 8 secs - variable presentation duration, ROUND 2"
33862,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 6 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 0, ROUND 2"
35690,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 2"
35690,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
35690,"KEYPRESS: 2, OPTION: 2, ROUND 2"
37691,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
37691,"SHOW: Results - reward: 6, CHOICE: sure bet"
38692,"CLEAR SCREEN , ROUND 2"
38698,"HOLD ... 7 secs - variable inter-trial delay, ROUND 3"
38698,"SHOW: inter-trial interval"
45699,"HOLD ... 3 secs - variable presentation duration, ROUND 3"
45699,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 3, ROUND 3"
47513,"KEYPRESS: 1, OPTION: 1, ROUND 3"
47514,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 3"
47514,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
49517,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
49517,"SHOW: Results - reward: 1, CHOICE: sure bet"
50518,"SHOW: RATING SELECTION, initial value: 0, ROUND 3"
51713," SLIDER increased, value: 1, key: 2, ROUND 3"
52537," SLIDER increased, value: 2, key: 2, ROUND 3"
53105,"HOLD ... 0 secs - variable inter-trial delay, ROUND 3"
53105,"SUBMIT rating value: 2, key: 3, ROUND 3"
53107,"HOLD ... 3 secs - variable inter-trial delay, ROUND 4"
53107,"SHOW: inter-trial interval"
56110,"HOLD ... 3 secs - variable presentation duration, ROUND 4"
56110,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 4 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 2, ROUND 4"
57275,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 4"
57275,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
57275,"KEYPRESS: 2, OPTION: 2, ROUND 4"
59278,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
59278,"SHOW: Results - reward: 4, CHOICE: sure bet"
60279,"SHOW: RATING SELECTION, initial value: 0, ROUND 4"
61314," SLIDER increased, value: 1, key: 2, ROUND 4"
61690," SLIDER increased, value: 2, key: 2, ROUND 4"
62042,"HOLD ... 0 secs - variable inter-trial delay, ROUND 4"
62042,"SUBMIT rating value: 2, key: 3, ROUND 4"
62045,"HOLD ... 4 secs - variable inter-trial delay, ROUND 5"
62045,"SHOW: inter-trial interval"
66046,"HOLD ... 6 secs - variable presentation duration, ROUND 5"
66046,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 6 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 1, ROUND 5"
67098,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 5"
67098,"KEYPRESS: 2, OPTION: 2, ROUND 5"
67099,"HOLD ... 2 secs - fixed choice duration, ROUND 5"
69100,"HOLD ... 1 secs - fixed outcome duration, ROUND 5"
69100,"SHOW: Results - reward: 6, CHOICE: sure bet"
70101,"SHOW: RATING SELECTION, initial value: 0, ROUND 5"
71194," SLIDER increased, value: 1, key: 2, ROUND 5"
71458," SLIDER increased, value: 2, key: 2, ROUND 5"
71794,"HOLD ... 0 secs - variable inter-trial delay, ROUND 5"
71794,"SUBMIT rating value: 2, key: 3, ROUND 5"
71796,"HOLD ... 3 secs - variable inter-trial delay, ROUND 6"
71796,"SHOW: inter-trial interval"
74797,"HOLD ... 6 secs - variable presentation duration, ROUND 6"
