"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
48199,"Game Start by TTL - leaving ready screen"
48199,"TR 1"
48200,"HOLD ... 4 secs ( for scanning )"
48200,"starting game"
52206,"HOLD ... 5 secs - variable presentation duration, ROUND 1"
52206,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 1, ROUND 1"
54308,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 1"
54308,"KEYPRESS: 2, OPTION: 2, ROUND 1"
54309,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
56311,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
56311,"SHOW: Results - reward: 0, CHOICE: gamble"
57312,"CLEAR SCREEN , ROUND 1"
57317,"HOLD ... 1 secs - variable inter-trial delay, ROUND 2"
57317,"SHOW: inter-trial interval"
58319,"HOLD ... 14 secs - variable presentation duration, ROUND 2"
58319,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 6, ROUND 2"
59999,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 2"
59999,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
59999,"KEYPRESS: 1, OPTION: 1, ROUND 2"
62002,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
62002,"SHOW: Results - reward: 4, CHOICE: sure bet"
63003,"CLEAR SCREEN , ROUND 2"
63009,"HOLD ... 2 secs - variable inter-trial delay, ROUND 3"
63009,"SHOW: inter-trial interval"
65011,"HOLD ... 2 secs - variable presentation duration, ROUND 3"
65011,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 4 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 2, ROUND 3"
67014,"ANSWER TIMEOUT REACHED, TOO LATE"
67015,"HOLD ... 1 secs"
67015,"SHOW: LATE SCREEN"
67151,"KEYPRESS: 2, DISABLED"
68016,"CLEAR SCREEN , ROUND 3"
68022,"HOLD ... 5 secs - variable inter-trial delay, ROUND 4"
68022,"SHOW: inter-trial interval"
73023,"HOLD ... 6 secs - variable presentation duration, ROUND 4"
73023,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 0, ROUND 4"
73755,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 4"
73755,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
73755,"KEYPRESS: 2, OPTION: 2, ROUND 4"
75759,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
75759,"SHOW: Results - reward: 0, CHOICE: gamble"
76760,"CLEAR SCREEN , ROUND 4"
76766,"HOLD ... 6 secs - variable inter-trial delay, ROUND 5"
76766,"SHOW: inter-trial interval"
82767,"HOLD ... 6 secs - variable presentation duration, ROUND 5"
82767,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 6, ROUND 5"
83607,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 5"
83607,"HOLD ... 2 secs - fixed choice duration, ROUND 5"
83607,"KEYPRESS: 1, OPTION: 1, ROUND 5"
85610,"HOLD ... 1 secs - fixed outcome duration, ROUND 5"
85610,"SHOW: Results - reward: 2, CHOICE: sure bet"
86611,"SHOW: RATING SELECTION, initial value: 0, ROUND 5"
91267," SLIDER decreased, value: -1, key: 1, ROUND 5"
93667,"HOLD ... 0 secs - variable inter-trial delay, ROUND 5"
93667,"SUBMIT rating value: -1, key: 3, ROUND 5"
93669,"HOLD ... 1 secs - variable inter-trial delay, ROUND 6"
93669,"SHOW: inter-trial interval"
94670,"HOLD ... 5 secs - variable presentation duration, ROUND 6"
94670,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 2, ROUND 6"
97255,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 6"
97255,"HOLD ... 2 secs - fixed choice duration, ROUND 6"
97255,"KEYPRESS: 1, OPTION: 1, ROUND 6"
99256,"HOLD ... 1 secs - fixed outcome duration, ROUND 6"
99256,"SHOW: Results - reward: 5, CHOICE: sure bet"
100257,"CLEAR SCREEN , ROUND 6"
100263,"HOLD ... 3 secs - variable inter-trial delay, ROUND 7"
100263,"SHOW: inter-trial interval"
103264,"HOLD ... 5 secs - variable presentation duration, ROUND 7"
103264,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 3, ROUND 7"
105039,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 7"
105039,"HOLD ... 2 secs - fixed choice duration, ROUND 7"
105039,"KEYPRESS: 2, OPTION: 2, ROUND 7"
107039,"HOLD ... 1 secs - fixed outcome duration, ROUND 7"
107039,"SHOW: Results - reward: 3, CHOICE: gamble"
108040,"CLEAR SCREEN , ROUND 7"
108046,"HOLD ... 4 secs - variable inter-trial delay, ROUND 8"
108046,"SHOW: inter-trial interval"
112047,"HOLD ... 5 secs - variable presentation duration, ROUND 8"
112047,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 0, ROUND 8"
112915,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 8"
112915,"HOLD ... 2 secs - fixed choice duration, ROUND 8"
112915,"KEYPRESS: 1, OPTION: 1, ROUND 8"
114918,"HOLD ... 1 secs - fixed outcome duration, ROUND 8"
114918,"SHOW: Results - reward: 5, CHOICE: sure bet"
115919,"CLEAR SCREEN , ROUND 8"
115926,"HOLD ... 4 secs - variable inter-trial delay, ROUND 9"
115926,"SHOW: inter-trial interval"
119928,"HOLD ... 15 secs - variable presentation duration, ROUND 9"
119928,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 5, ROUND 9"
121855,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 9"
121855,"KEYPRESS: 1, OPTION: 1, ROUND 9"
121856,"HOLD ... 2 secs - fixed choice duration, ROUND 9"
123857,"HOLD ... 1 secs - fixed outcome duration, ROUND 9"
123857,"SHOW: Results - reward: 4, CHOICE: sure bet"
124859,"SHOW: RATING SELECTION, initial value: 0, ROUND 9"
127503," SLIDER increased, value: 1, key: 2, ROUND 9"
128479," SLIDER increased, value: 2, key: 2, ROUND 9"
130139,"HOLD ... 0 secs - variable inter-trial delay, ROUND 9"
