"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
16361,"Game Start by TTL - leaving ready screen"
16361,"HOLD ... 4 secs ( for scanning )"
16361,"TR 1"
16361,"starting game"
20366,"HOLD ... 6 secs - variable presentation duration, ROUND 1"
20366,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 5 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 3, ROUND 1"
26370,"ANSWER TIMEOUT REACHED, TOO LATE"
26371,"HOLD ... 1 secs"
26371,"SHOW: LATE SCREEN"
27373,"SHOW: RATING SELECTION, initial value: 0, ROUND 1"
75212,"HOLD ... 0 secs - variable inter-trial delay, ROUND 1"
75212,"SUBMIT rating value: -3, key: 3, ROUND 1"
75215,"HOLD ... 2 secs - variable inter-trial delay, ROUND 2"
75215,"SHOW: inter-trial interval"
77215,"HOLD ... 8 secs - variable presentation duration, ROUND 2"
77215,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 3 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 1, ROUND 2"
82235,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 2"
82235,"KEYPRESS: 2, OPTION: 2, ROUND 2"
82236,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
84239,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
84239,"SHOW: Results - reward: 3, CHOICE: sure bet"
85240,"CLEAR SCREEN , ROUND 2"
85249,"HOLD ... 2 secs - variable inter-trial delay, ROUND 3"
85249,"SHOW: inter-trial interval"
87251,"HOLD ... 5 secs - variable presentation duration, ROUND 3"
87251,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 6, ROUND 3"
88499,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 3"
88499,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
88499,"KEYPRESS: 1, OPTION: 1, ROUND 3"
90499,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
90499,"SHOW: Results - reward: 5, CHOICE: sure bet"
91501,"CLEAR SCREEN , ROUND 3"
91509,"HOLD ... 4 secs - variable inter-trial delay, ROUND 4"
91509,"SHOW: inter-trial interval"
95510,"HOLD ... 7 secs - variable presentation duration, ROUND 4"
95510,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 5 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 0, ROUND 4"
96786,"KEYPRESS: 2, OPTION: 2, ROUND 4"
96787,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 4"
96787,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
98788,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
98788,"SHOW: Results - reward: 5, CHOICE: sure bet"
99790,"CLEAR SCREEN , ROUND 4"
99798,"HOLD ... 5 secs - variable inter-trial delay, ROUND 5"
99798,"SHOW: inter-trial interval"
104800,"HOLD ... 4 secs - variable presentation duration, ROUND 5"
104800,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 4 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 1, ROUND 5"
105943,"KEYPRESS: 2, OPTION: 2, ROUND 5"
105944,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 5"
105944,"HOLD ... 2 secs - fixed choice duration, ROUND 5"
107946,"HOLD ... 1 secs - fixed outcome duration, ROUND 5"
107946,"SHOW: Results - reward: 4, CHOICE: sure bet"
108948,"CLEAR SCREEN , ROUND 5"
108957,"HOLD ... 5 secs - variable inter-trial delay, ROUND 6"
108957,"SHOW: inter-trial interval"
113960,"HOLD ... 5 secs - variable presentation duration, ROUND 6"
113960,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 2 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 3, ROUND 6"
115522,"KEYPRESS: 2, OPTION: 2, ROUND 6"
115523,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 6"
115523,"HOLD ... 2 secs - fixed choice duration, ROUND 6"
117524,"HOLD ... 1 secs - fixed outcome duration, ROUND 6"
117524,"SHOW: Results - reward: 2, CHOICE: sure bet"
118525,"CLEAR SCREEN , ROUND 6"
118534,"HOLD ... 6 secs - variable inter-trial delay, ROUND 7"
118534,"SHOW: inter-trial interval"
124536,"HOLD ... 4 secs - variable presentation duration, ROUND 7"
124536,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 3, ROUND 7"
125748,"KEYPRESS: 1, OPTION: 1, ROUND 7"
125749,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 7"
125749,"HOLD ... 2 secs - fixed choice duration, ROUND 7"
127750,"HOLD ... 1 secs - fixed outcome duration, ROUND 7"
127750,"SHOW: Results - reward: 5, CHOICE: sure bet"
128751,"CLEAR SCREEN , ROUND 7"
128759,"HOLD ... 3 secs - variable inter-trial delay, ROUND 8"
128759,"SHOW: inter-trial interval"
131763,"HOLD ... 5 secs - variable presentation duration, ROUND 8"
131763,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 4 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 0, ROUND 8"
133525,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 8"
133525,"HOLD ... 2 secs - fixed choice duration, ROUND 8"
133525,"KEYPRESS: 2, OPTION: 2, ROUND 8"
135528,"HOLD ... 1 secs - fixed outcome duration, ROUND 8"
135528,"SHOW: Results - reward: 4, CHOICE: sure bet"
136529,"CLEAR SCREEN , ROUND 8"
136538,"HOLD ... 4 secs - variable inter-trial delay, ROUND 9"
136538,"SHOW: inter-trial interval"
140539,"HOLD ... 4 secs - variable presentation duration, ROUND 9"
140539,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 1, ROUND 9"
141777,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 9"
141777,"HOLD ... 2 secs - fixed choice duration, ROUND 9"
141777,"KEYPRESS: 1, OPTION: 1, ROUND 9"
143777,"HOLD ... 1 secs - fixed outcome duration, ROUND 9"
143777,"SHOW: Results - reward: 5, CHOICE: sure bet"
144778,"CLEAR SCREEN , ROUND 9"
144787,"HOLD ... 1 secs - variable inter-trial delay, ROUND 10"
144787,"SHOW: inter-trial interval"
145788,"HOLD ... 5 secs - variable presentation duration, ROUND 10"
145788,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 1 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 2, ROUND 10"
147653,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 10"
147653,"KEYPRESS: 1, OPTION: 1, ROUND 10"
147654,"HOLD ... 2 secs - fixed choice duration, ROUND 10"
148151,"KEYPRESS: 1, DISABLED"
148187,"KEYPRESS: 1, DISABLED"
148219,"KEYPRESS: 1, DISABLED"
149656,"HOLD ... 1 secs - fixed outcome duration, ROUND 10"
149656,"SHOW: Results - reward: 5, CHOICE: gamble"
150657,"CLEAR SCREEN , ROUND 10"
150666,"HOLD ... 3 secs - variable inter-trial delay, ROUND 11"
150666,"SHOW: inter-trial interval"
153669,"HOLD ... 6 secs - variable presentation duration, ROUND 11"
153669,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 3 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 4, ROUND 11"
154957,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 11"
154957,"HOLD ... 2 secs - fixed choice duration, ROUND 11"
154957,"KEYPRESS: 2, OPTION: 2, ROUND 11"
156960,"HOLD ... 1 secs - fixed outcome duration, ROUND 11"
156960,"SHOW: Results - reward: 5, CHOICE: gamble"
157960,"CLEAR SCREEN , ROUND 11"
157969,"HOLD ... 3 secs - variable inter-trial delay, ROUND 12"
157969,"SHOW: inter-trial interval"
160973,"HOLD ... 3 secs - variable presentation duration, ROUND 12"
160973,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 6 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 3, ROUND 12"
162005,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 12"
162005,"HOLD ... 2 secs - fixed choice duration, ROUND 12"
162005,"KEYPRESS: 1, OPTION: 1, ROUND 12"
164007,"HOLD ... 1 secs - fixed outcome duration, ROUND 12"
164007,"SHOW: Results - reward: 6, CHOICE: sure bet"
165009,"SHOW: RATING SELECTION, initial value: 0, ROUND 12"
168273,"HOLD ... 0 secs - variable inter-trial delay, ROUND 12"
168273,"SUBMIT rating value: 2, key: 3, ROUND 12"
168277,"HOLD ... 1 secs - variable inter-trial delay, ROUND 13"
168277,"SHOW: inter-trial interval"
169278,"HOLD ... 4 secs - variable presentation duration, ROUND 13"
169278,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 2, ROUND 13"
170121,"KEYPRESS: 2, OPTION: 2, ROUND 13"
170122,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 13"
170122,"HOLD ... 2 secs - fixed choice duration, ROUND 13"
172124,"HOLD ... 1 secs - fixed outcome duration, ROUND 13"
172124,"SHOW: Results - reward: 2, CHOICE: gamble"
173124,"CLEAR SCREEN , ROUND 13"
173133,"HOLD ... 2 secs - variable inter-trial delay, ROUND 14"
173133,"SHOW: inter-trial interval"
175135,"HOLD ... 7 secs - variable presentation duration, ROUND 14"
175135,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 1, ROUND 14"
176929,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 14"
176929,"HOLD ... 2 secs - fixed choice duration, ROUND 14"
176929,"KEYPRESS: 2, OPTION: 2, ROUND 14"
178932,"HOLD ... 1 secs - fixed outcome duration, ROUND 14"
178932,"SHOW: Results - reward: 5, CHOICE: gamble"
179933,"CLEAR SCREEN , ROUND 14"
179942,"HOLD ... 2 secs - variable inter-trial delay, ROUND 15"
179942,"SHOW: inter-trial interval"
181944,"HOLD ... 7 secs - variable presentation duration, ROUND 15"
181944,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 5 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 5, ROUND 15"
183041,"KEYPRESS: 2, OPTION: 2, ROUND 15"
183042,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 15"
183042,"HOLD ... 2 secs - fixed choice duration, ROUND 15"
185044,"HOLD ... 1 secs - fixed outcome duration, ROUND 15"
185044,"SHOW: Results - reward: 5, CHOICE: sure bet"
186046,"CLEAR SCREEN , ROUND 15"
186055,"HOLD ... 3 secs - variable inter-trial delay, ROUND 16"
