"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
5292,"Game Start by TTL - leaving ready screen"
5292,"HOLD ... 4 secs ( for scanning )"
5292,"TR 1"
5292,"starting game"
9297,"HOLD ... 7 secs - variable presentation duration, ROUND 1"
9297,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 1 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 6, ROUND 1"
10876,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 1"
10876,"KEYPRESS: 1, OPTION: 1, ROUND 1"
10877,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
12878,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
12878,"SHOW: Results - reward: 1, CHOICE: sure bet"
13880,"SHOW: RATING SELECTION, initial value: 0, ROUND 1"
15599,"HOLD ... 0 secs - variable inter-trial delay, ROUND 1"
15599,"SUBMIT rating value: 0, key: 3, ROUND 1"
15602,"HOLD ... 3 secs - variable inter-trial delay, ROUND 2"
15602,"SHOW: inter-trial interval"
18604,"HOLD ... 5 secs - variable presentation duration, ROUND 2"
18604,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 1 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 4, ROUND 2"
21227,"KEYPRESS: 1, OPTION: 1, ROUND 2"
21228,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 2"
21228,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
23229,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
23229,"SHOW: Results - reward: 4, CHOICE: gamble"
24231,"CLEAR SCREEN , ROUND 2"
24237,"HOLD ... 6 secs - variable inter-trial delay, ROUND 3"
24237,"SHOW: inter-trial interval"
30238,"HOLD ... 5 secs - variable presentation duration, ROUND 3"
30238,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 1 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 2, ROUND 3"
32895,"KEYPRESS: 2, OPTION: 2, ROUND 3"
32896,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 3"
32896,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
34899,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
34899,"SHOW: Results - reward: 1, CHOICE: sure bet"
35902,"SHOW: RATING SELECTION, initial value: 0, ROUND 3"
37579,"HOLD ... 0 secs - variable inter-trial delay, ROUND 3"
37579,"SUBMIT rating value: 0, key: 3, ROUND 3"
37581,"HOLD ... 4 secs - variable inter-trial delay, ROUND 4"
37581,"SHOW: inter-trial interval"
37827,"KEYPRESS: 3, DISABLED"
41584,"HOLD ... 3 secs - variable presentation duration, ROUND 4"
41584,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 3 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 2, ROUND 4"
43932,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 4"
43932,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
43932,"KEYPRESS: 1, OPTION: 1, ROUND 4"
45932,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
45932,"SHOW: Results - reward: 2, CHOICE: gamble"
46934,"SHOW: RATING SELECTION, initial value: 0, ROUND 4"
48359,"HOLD ... 0 secs - variable inter-trial delay, ROUND 4"
48359,"SUBMIT rating value: 0, key: 3, ROUND 4"
48362,"HOLD ... 2 secs - variable inter-trial delay, ROUND 5"
48362,"SHOW: inter-trial interval"
50363,"HOLD ... 8 secs - variable presentation duration, ROUND 5"
50363,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 3 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 5, ROUND 5"
52879,"KEYPRESS: 2, OPTION: 2, ROUND 5"
52880,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 5"
52880,"HOLD ... 2 secs - fixed choice duration, ROUND 5"
54881,"HOLD ... 1 secs - fixed outcome duration, ROUND 5"
54881,"SHOW: Results - reward: 3, CHOICE: sure bet"
55883,"CLEAR SCREEN , ROUND 5"
55890,"HOLD ... 2 secs - variable inter-trial delay, ROUND 6"
55890,"SHOW: inter-trial interval"
57891,"HOLD ... 12 secs - variable presentation duration, ROUND 6"
57891,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 5 GAMBLE RIGHT BET: 6, ROUND 6"
59986,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 6"
59986,"HOLD ... 2 secs - fixed choice duration, ROUND 6"
59986,"KEYPRESS: 2, OPTION: 2, ROUND 6"
61987,"HOLD ... 1 secs - fixed outcome duration, ROUND 6"
61987,"SHOW: Results - reward: 6, CHOICE: gamble"
62989,"CLEAR SCREEN , ROUND 6"
62995,"HOLD ... 3 secs - variable inter-trial delay, ROUND 7"
62995,"SHOW: inter-trial interval"
65995,"HOLD ... 6 secs - variable presentation duration, ROUND 7"
65995,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 2 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 2, ROUND 7"
67990,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 7"
67990,"HOLD ... 2 secs - fixed choice duration, ROUND 7"
67990,"KEYPRESS: 1, OPTION: 1, ROUND 7"
69993,"HOLD ... 1 secs - fixed outcome duration, ROUND 7"
69993,"SHOW: Results - reward: 2, CHOICE: gamble"
70995,"SHOW: RATING SELECTION, initial value: 0, ROUND 7"
73265," SLIDER increased, value: 1, key: 2, ROUND 7"
73534," SLIDER increased, value: 2, key: 2, ROUND 7"
73909,"HOLD ... 0 secs - variable inter-trial delay, ROUND 7"
73909,"SUBMIT rating value: 2, key: 3, ROUND 7"
73911,"HOLD ... 4 secs - variable inter-trial delay, ROUND 8"
73911,"SHOW: inter-trial interval"
77916,"HOLD ... 3 secs - variable presentation duration, ROUND 8"
77916,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 6 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 4, ROUND 8"
79425,"KEYPRESS: 2, OPTION: 2, ROUND 8"
79426,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 8"
79426,"HOLD ... 2 secs - fixed choice duration, ROUND 8"
81426,"HOLD ... 1 secs - fixed outcome duration, ROUND 8"
81426,"SHOW: Results - reward: 6, CHOICE: sure bet"
82427,"SHOW: RATING SELECTION, initial value: 0, ROUND 8"
83358,"HOLD ... 0 secs - variable inter-trial delay, ROUND 8"
83358,"SUBMIT rating value: 0, key: 3, ROUND 8"
83360,"HOLD ... 3 secs - variable inter-trial delay, ROUND 9"
83360,"SHOW: inter-trial interval"
86363,"HOLD ... 9 secs - variable presentation duration, ROUND 9"
86363,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 6 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 4, ROUND 9"
88653,"KEYPRESS: 1, OPTION: 1, ROUND 9"
88654,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 9"
88654,"HOLD ... 2 secs - fixed choice duration, ROUND 9"
90655,"HOLD ... 1 secs - fixed outcome duration, ROUND 9"
90655,"SHOW: Results - reward: 3, CHOICE: gamble"
91657,"SHOW: RATING SELECTION, initial value: 0, ROUND 9"
94629," SLIDER increased, value: 1, key: 2, ROUND 9"
96926," SLIDER decreased, value: 0, key: 1, ROUND 9"
98705,"HOLD ... 0 secs - variable inter-trial delay, ROUND 9"
98705,"SUBMIT rating value: 0, key: 3, ROUND 9"
98708,"HOLD ... 4 secs - variable inter-trial delay, ROUND 10"
98708,"SHOW: inter-trial interval"
102709,"HOLD ... 2 secs - variable presentation duration, ROUND 10"
102709,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 0, ROUND 10"
104711,"ANSWER TIMEOUT REACHED, TOO LATE"
104711,"HOLD ... 1 secs"
104711,"SHOW: LATE SCREEN"
104773,"KEYPRESS: 2, DISABLED"
105713,"CLEAR SCREEN , ROUND 10"
105719,"HOLD ... 3 secs - variable inter-trial delay, ROUND 11"
105719,"SHOW: inter-trial interval"
108721,"HOLD ... 5 secs - variable presentation duration, ROUND 11"
108721,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 6 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 3, ROUND 11"
109574,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 11"
109574,"HOLD ... 2 secs - fixed choice duration, ROUND 11"
109574,"KEYPRESS: 2, OPTION: 2, ROUND 11"
111576,"HOLD ... 1 secs - fixed outcome duration, ROUND 11"
111576,"SHOW: Results - reward: 3, CHOICE: gamble"
112577,"CLEAR SCREEN , ROUND 11"
112583,"HOLD ... 4 secs - variable inter-trial delay, ROUND 12"
112583,"SHOW: inter-trial interval"
116584,"HOLD ... 11 secs - variable presentation duration, ROUND 12"
116584,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 2 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 4, ROUND 12"
117896,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 12"
117896,"HOLD ... 2 secs - fixed choice duration, ROUND 12"
117896,"KEYPRESS: 2, OPTION: 2, ROUND 12"
119900,"HOLD ... 1 secs - fixed outcome duration, ROUND 12"
119900,"SHOW: Results - reward: 2, CHOICE: sure bet"
120901,"CLEAR SCREEN , ROUND 12"
120909,"HOLD ... 1 secs - variable inter-trial delay, ROUND 13"
120909,"SHOW: inter-trial interval"
121910,"HOLD ... 3 secs - variable presentation duration, ROUND 13"
121910,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 1 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 6, ROUND 13"
122808,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 13"
