"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
9025,"KEYPRESS: 1 (IGNORED) "
9025,"KEYPRESS: 2 (IGNORED) "
11676,"Game Start by TTL - leaving ready screen"
11676,"TR 1"
11677,"HOLD ... 4 secs ( for scanning )"
11677,"starting game"
15683,"HOLD ... 6 secs - variable presentation duration, ROUND 1"
15683,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 2 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 3, ROUND 1"
17097,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 1"
17097,"KEYPRESS: 2, OPTION: 2, ROUND 1"
17098,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
19100,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
19100,"SHOW: Results - reward: 4, CHOICE: gamble"
20102,"CLEAR SCREEN , ROUND 1"
20108,"HOLD ... 2 secs - variable inter-trial delay, ROUND 2"
20108,"SHOW: inter-trial interval"
22109,"HOLD ... 5 secs - variable presentation duration, ROUND 2"
22109,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 3, ROUND 2"
23445,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 2"
23445,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
23445,"KEYPRESS: 1, OPTION: 1, ROUND 2"
25447,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
25447,"SHOW: Results - reward: 4, CHOICE: sure bet"
26447,"CLEAR SCREEN , ROUND 2"
26453,"HOLD ... 6 secs - variable inter-trial delay, ROUND 3"
26453,"SHOW: inter-trial interval"
32454,"HOLD ... 6 secs - variable presentation duration, ROUND 3"
32454,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 0, ROUND 3"
33737,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 3"
33737,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
33737,"KEYPRESS: 1, OPTION: 1, ROUND 3"
35737,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
35737,"SHOW: Results - reward: 4, CHOICE: sure bet"
