"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
21345,"Game Start by TTL - leaving ready screen"
21345,"TR 1"
21346,"HOLD ... 4 secs ( for scanning )"
21346,"starting game"
25352,"HOLD ... 3 secs - variable presentation duration, ROUND 1"
25352,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 3 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 1, ROUND 1"
26853,"KEYPRESS: 1, OPTION: 1, ROUND 1"
26854,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 1"
26854,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
28855,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
28855,"SHOW: Results - reward: 3, CHOICE: sure bet"
29857,"CLEAR SCREEN , ROUND 1"
29863,"HOLD ... 1 secs - variable inter-trial delay, ROUND 2"
29863,"SHOW: inter-trial interval"
30864,"HOLD ... 8 secs - variable presentation duration, ROUND 2"
30864,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 4 GAMBLE RIGHT BET: 1, ROUND 2"
31889,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 2"
31889,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
31889,"KEYPRESS: 1, OPTION: 1, ROUND 2"
33894,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
33894,"SHOW: Results - reward: 5, CHOICE: sure bet"
34895,"CLEAR SCREEN , ROUND 2"
34901,"HOLD ... 7 secs - variable inter-trial delay, ROUND 3"
34901,"SHOW: inter-trial interval"
41903,"HOLD ... 8 secs - variable presentation duration, ROUND 3"
41903,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 4 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 4, ROUND 3"
42825,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 3"
42825,"HOLD ... 2 secs - fixed choice duration, ROUND 3"
42825,"KEYPRESS: 2, OPTION: 2, ROUND 3"
44826,"HOLD ... 1 secs - fixed outcome duration, ROUND 3"
44826,"SHOW: Results - reward: 4, CHOICE: sure bet"
45827,"SHOW: RATING SELECTION, initial value: 0, ROUND 3"
47249," SLIDER increased, value: 1, key: 2, ROUND 3"
47713," SLIDER increased, value: 2, key: 2, ROUND 3"
48273," SLIDER increased, value: 3, key: 2, ROUND 3"
48557," SLIDER increased, value: 4, key: 2, ROUND 3"
50137,"HOLD ... 0 secs - variable inter-trial delay, ROUND 3"
50137,"SUBMIT rating value: 4, key: 3, ROUND 3"
50140,"HOLD ... 4 secs - variable inter-trial delay, ROUND 4"
50140,"SHOW: inter-trial interval"
54143,"HOLD ... 5 secs - variable presentation duration, ROUND 4"
54143,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 6 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 3, ROUND 4"
55241,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 4"
55241,"KEYPRESS: 1, OPTION: 1, ROUND 4"
55242,"HOLD ... 2 secs - fixed choice duration, ROUND 4"
57244,"HOLD ... 1 secs - fixed outcome duration, ROUND 4"
57244,"SHOW: Results - reward: 6, CHOICE: sure bet"
58246,"SHOW: RATING SELECTION, initial value: 0, ROUND 4"
59453," SLIDER increased, value: 1, key: 2, ROUND 4"
59805," SLIDER increased, value: 2, key: 2, ROUND 4"
60061," SLIDER increased, value: 3, key: 2, ROUND 4"
60309," SLIDER increased, value: 4, key: 2, ROUND 4"
61305,"HOLD ... 0 secs - variable inter-trial delay, ROUND 4"
61305,"SUBMIT rating value: 4, key: 3, ROUND 4"
61308,"HOLD ... 2 secs - variable inter-trial delay, ROUND 5"
61308,"SHOW: inter-trial interval"
63311,"HOLD ... 8 secs - variable presentation duration, ROUND 5"
63311,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 2 GAMBLE LEFT BET: 6 GAMBLE RIGHT BET: 5, ROUND 5"
64433,"KEYPRESS: 1, OPTION: 1, ROUND 5"
64434,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 5"
64434,"HOLD ... 2 secs - fixed choice duration, ROUND 5"
66436,"HOLD ... 1 secs - fixed outcome duration, ROUND 5"
66436,"SHOW: Results - reward: 5, CHOICE: gamble"
67438,"SHOW: RATING SELECTION, initial value: 0, ROUND 5"
68061," SLIDER increased, value: 1, key: 2, ROUND 5"
68349," SLIDER increased, value: 2, key: 2, ROUND 5"
68598," SLIDER increased, value: 3, key: 2, ROUND 5"
68849," SLIDER increased, value: 4, key: 2, ROUND 5"
69693,"HOLD ... 0 secs - variable inter-trial delay, ROUND 5"
69693,"SUBMIT rating value: 4, key: 3, ROUND 5"
69696,"HOLD ... 3 secs - variable inter-trial delay, ROUND 6"
69696,"SHOW: inter-trial interval"
72696,"HOLD ... 1 secs - variable presentation duration, ROUND 6"
72696,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 1 GAMBLE RIGHT BET: 2, ROUND 6"
73697,"ANSWER TIMEOUT REACHED, TOO LATE"
73697,"SHOW: LATE SCREEN"
73698,"HOLD ... 1 secs"
73713,"KEYPRESS: 1, DISABLED"
74699,"CLEAR SCREEN , ROUND 6"
74705,"HOLD ... 6 secs - variable inter-trial delay, ROUND 7"
74705,"SHOW: inter-trial interval"
80707,"HOLD ... 7 secs - variable presentation duration, ROUND 7"
80707,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 6 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 4, ROUND 7"
81437,"KEYPRESS: 1, OPTION: 1, ROUND 7"
81438,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 7"
81438,"HOLD ... 2 secs - fixed choice duration, ROUND 7"
83440,"HOLD ... 1 secs - fixed outcome duration, ROUND 7"
83440,"SHOW: Results - reward: 6, CHOICE: sure bet"
84442,"CLEAR SCREEN , ROUND 7"
84448,"HOLD ... 6 secs - variable inter-trial delay, ROUND 8"
84448,"SHOW: inter-trial interval"
90449,"HOLD ... 2 secs - variable presentation duration, ROUND 8"
90449,"SHOW: OPTION SELECTION, OPTION POSITIONS: [gamble,sureBet] SURE BET: 2 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 1, ROUND 8"
91309,"KEYPRESS: 2, OPTION: 2, ROUND 8"
91310,"HIGHLIGHT CHOICE: OPTION: 2, ROUND 8"
91310,"HOLD ... 2 secs - fixed choice duration, ROUND 8"
93313,"HOLD ... 1 secs - fixed outcome duration, ROUND 8"
93313,"SHOW: Results - reward: 2, CHOICE: sure bet"
