"Time_ms","Description"
0,"KEYPRESS: n, leaving intro screen"
32727,"Game Start by TTL - leaving ready screen"
32727,"TR 1"
32727,"starting game"
32728,"HOLD ... 4 secs ( for scanning )"
36732,"HOLD ... 5 secs - variable presentation duration, ROUND 1"
36732,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 3 GAMBLE RIGHT BET: 1, ROUND 1"
39972,"KEYPRESS: 1, OPTION: 1, ROUND 1"
39973,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 1"
39973,"HOLD ... 2 secs - fixed choice duration, ROUND 1"
41975,"HOLD ... 1 secs - fixed outcome duration, ROUND 1"
41975,"SHOW: Results - reward: 4, CHOICE: sure bet"
42977,"CLEAR SCREEN , ROUND 1"
42982,"HOLD ... 9 secs - variable inter-trial delay, ROUND 2"
42982,"SHOW: inter-trial interval"
51984,"HOLD ... 4 secs - variable presentation duration, ROUND 2"
51984,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 4 GAMBLE LEFT BET: 0 GAMBLE RIGHT BET: 2, ROUND 2"
54112,"KEYPRESS: 1, OPTION: 1, ROUND 2"
54113,"HIGHLIGHT CHOICE: OPTION: 1, ROUND 2"
54113,"HOLD ... 2 secs - fixed choice duration, ROUND 2"
56114,"HOLD ... 1 secs - fixed outcome duration, ROUND 2"
56114,"SHOW: Results - reward: 4, CHOICE: sure bet"
57115,"SHOW: RATING SELECTION, initial value: 0, ROUND 2"
59292," SLIDER increased, value: 1, key: 2, ROUND 2"
60060," SLIDER increased, value: 2, key: 2, ROUND 2"
60648," SLIDER increased, value: 3, key: 2, ROUND 2"
61920,"HOLD ... 0 secs - variable inter-trial delay, ROUND 2"
61920,"SUBMIT rating value: 3, key: 3, ROUND 2"
61922,"HOLD ... 2 secs - variable inter-trial delay, ROUND 3"
61922,"SHOW: inter-trial interval"
63924,"HOLD ... 5 secs - variable presentation duration, ROUND 3"
63924,"SHOW: OPTION SELECTION, OPTION POSITIONS: [sureBet,gamble] SURE BET: 5 GAMBLE LEFT BET: 2 GAMBLE RIGHT BET: 6, ROUND 3"
